RouteStopMapIID,RouteID,StopName,Longitude,Latitude
122006,40878,NEW THUAMAM (BHND FREE ZONE),,
122007,40881,NEW THUMAMA (BHND FREE ZONE),,
122008,40924,MADINATH KHALIFA NORTH,,
122009,40952,EZDAN 23,,
122010,40947,EZDAN 23,,
122011,40880,AL MURAIKH,,
122012,40885,ABU HAMOUR,,
122016,40883,EZDAN OASIS - STAFF,,
122018,40955,EZDAN 31,,
122019,40904,LAGTAIFIYA,,
122020,40953,RAWDAT AL KHAIL,,
122021,40885,AR RAYYAN,,
122022,40931,MESHAF ( PODAR PEARL SCHOOL SIDE ),,
122023,40934,EV 23,,
122024,40947,EZDAN 04,,
122025,40957,EZDAN OASIS BLOCK A,,
122026,40957,EZDAN OASIS BLOCK B,,
122027,40957,EZDAN OASIS BLOCK C,,
122028,40957,EZDAN OASIS BLOCK D,,
122029,40957,WUKAIR,,
122030,40957,EZAN 21,,
122031,40957,EZDAN 22,,
122032,40957,EZDAN 23,,
122033,40957,EZDAN 24,,
122034,40958,WAKRAH BEACH SIDE,,
122035,40958,WAKRAH OOREDOO SIDE,,
122036,40958,WAKRAH SOUTH,,
122037,40958,WAKRAH BHND KIMS,,
122038,40958,WAKRAH BHND CBQ,,
122039,40958,WAKRAH NR MOI,,
122040,40958,WAKRAH BEHND QNB,,
122041,40958,WAKRAH NR SPORTS CLUB,,
122042,40958,WAKRAH ALMUFTAH,,
122043,40959,MESHAF,,
122044,40959,EZDAN 03,,
122045,40959,EZDAN 04,,
122046,40959,EZDAN 05,,
122047,40959,EZDAN 06,,
122048,40959,JANOUB GARDEN - CP 01,,
122049,40959,JANOUB GARDEN CP 02,,
122050,40960,BARWA MADINATNA,,
122051,40960,BARWA VILLAGE,,
122052,40961,OLD AIRPORT,,
122053,40961,NAJMA,,
122054,40961,MANSOURA,,
122055,40961,OLD AIRPORT (PHCC),,
122056,40961,OLD AIRPORT (LULU),,
122057,40961,OLD AIRPORT (SHOPRITE),,
122058,40961,OLD AIRPORT (RASTEC),,
122059,40961,OLD AIRPORT (AMERICAN ACADEMY),,
122060,40962,MUSHERIEB,,
122061,40962,BIN MAHMOUD,,
122062,40962,AL NASR,,
122063,40962,AL SADD,,
122064,40962,BIN OMRAN,,
122065,40962,MADINATH KHALIFA (SOUTH),,
122066,40962,MADINATH KHALIFA (NORTH),,
122067,40963,ABU HAMOUR,,
122068,40963,AIN KHALID,,
122069,40963,UMM AL SANEEM,,
122070,40963,NUAIJA,,
122071,40963,NEW SALATA,,
122072,40963,HILAL,,
122073,40963,MUNTAZAH,,
122074,40963,FAREEJ AL ALI,,
122075,40963,MAMOURA,,
122076,40959,EZDAN 08,,
122077,40964,BARWA CITY,,
122078,40964,MASAKEIN MESAIMER,,
122079,40964,THUMAMA KAHRAMAA SIDE,,
122080,40964,THUMAMA PHC SIDE,,
122081,40964,THUMAMA MALL SIDE,,
122082,40964,NEW THUMAMA,,
122083,40952,EZDAN 18,,
122084,40912,MESHAF,,
122085,40912,EZDAN 04,,
122088,40912,EZDAN 03,,
122089,40912,EZDAN 08,,
122090,40913,YASMIN VILLAGE,,
122091,40913,EZDAN 40,,
122092,40913,EZDAN 37,,
122093,40913,EZDAN 28,,
122094,40913,EZDAN 30,,
122095,40917,NAJMA,,
122096,40917,MANSOURA,,
122097,40919,BIN MAHMOUD,,
122098,40919,AL SADD,,
122099,40919,BIN OMRAN,,
122100,40916,NUAIJA,,
122101,40916,HILAL,,
122102,40916,NEW SALATA,,
122103,40916,FAREEJ AL ALI,,
122104,40916,MAMOURA,,
122105,40916,MUNTAZA,,
122106,40922,BARWA VILLAGE,,
122107,40922,BARWA MADINATNA,,
122108,40917,OLD GHANIM,,
122109,40919,MADINAT KHALIFA SOUTH,,
122110,40911,EZDAN OASIS BLOCK - C,,
122111,40929,UMM GHWALINA,,
122112,40925,HILAL CBQ,,
122113,40925,HILAL AL MEERA,,
122114,40930,THUMAMA STADIUM SIDE,,
122115,40927,THUMAMA HEALTH CENTER SIDE,,
122116,40927,THUMAMA BEHIND ANSAR GALLERY,,
122117,40917,UMM GHWALINA,,
122118,40958,WAKRAH HOSPITAL SIDE,,
122119,40957,EZDAN 37,,
122120,40904,DUHAIL (EZDAN 2),,
122121,40948,DUHAIL ( BEHIND SHOPPING COMPLEX),,
122122,40957,EZDAN 28,,
122123,40928,NUAIJA NEAR BANGLADESH EMBASSY,,
122124,40917,NUAIJA (TEYSEER SIDE),,
122125,40912,JANOUB GARDEN CP 01,,
122126,40912,JANOUB GARDEN CP 02,,
122127,40914,EZDAN 08,,
122128,40914,EZDAN 21,,
122129,40914,EZDAN 23,,
122130,40914,EZDAN 24,,
122131,40914,JANOUB GARDEN CP01,,
122132,40914,JANOUB GARDEN CP02,,
122133,40914,WUKAIR,,
122134,40959,EZDAN 23,,
122135,40956,WEST BAY,,
122136,40956,ONAIZA,,
122137,40956,DAFNA,,
122138,40956,LAQTAFIYA,,
122139,40956,PEARL QATAR,,
122140,40956,STAFF,,
