School,Bus Plate,Trip Type,Sequence,Stop Name,Activity,Students,Staff,Total Pax,Dist (km),Time (min)
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),15,BARWA VILLAGE (Part 1),DROP OFF,4,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),16,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),2,THUMAMA (Part 6),PICK UP,3,3,5,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),3,THUMAMA (Part 28),PICK UP,2,2,4,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),4,THUMAMA (Part 17),PICK UP,3,2,5,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),5,THUMAMA (Part 16),PICK UP,3,2,5,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),6,THUMAMA (Part 15),PICK UP,3,2,5,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),7,THUMAMA (Part 14),PICK UP,3,2,5,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),8,THUMAMA (Part 13),PICK UP,3,2,5,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),9,THUMAMA (Part 12),PICK UP,3,2,5,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),10,THUMAMA (Part 11),PICK UP,3,2,5,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),11,THUMAMA (Part 10),PICK UP,3,2,5,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),12,THUMAMA (Part 9),PICK UP,3,3,5,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),13,THUMAMA (Part 8),PICK UP,3,3,5,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),14,THUMAMA (Part 7),PICK UP,3,3,5,48.00,38.5
"PODAR PEARL SCHOOL, AL MESHAF",211587,AM (Pickup),15,SCHOOL,DROP OFF,0,0,0,95.00,74.3
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),2,THUMAMA (Part 7),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),3,THUMAMA (Part 8),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),4,THUMAMA (Part 9),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),5,THUMAMA (Part 10),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),6,THUMAMA (Part 11),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),7,THUMAMA (Part 12),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),8,THUMAMA (Part 13),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),9,THUMAMA (Part 14),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),10,THUMAMA (Part 15),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),11,THUMAMA (Part 16),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),12,THUMAMA (Part 17),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),13,THUMAMA (Part 28),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),14,THUMAMA (Part 6),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",211587,PM (Drop-off),15,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),2,MADINAT KHALIFA SOUTH (Part 6),PICK UP,3,1,4,7.98,9.5
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),3,MADINAT KHALIFA SOUTH (Part 5),PICK UP,3,1,5,7.98,9.5
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),4,MADINAT KHALIFA SOUTH (Part 4),PICK UP,3,1,5,7.98,9.5
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),5,LUQTA (Part 3),PICK UP,3,1,4,10.16,12.5
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),6,LUQTA (Part 2),PICK UP,3,2,5,10.16,12.5
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),7,LUQTA (Part 1),PICK UP,3,2,5,10.16,12.5
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),8,GHARAFA (Part 1),PICK UP,3,2,5,15.95,20.6
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),9,GHARAFA (Part 3),PICK UP,3,2,5,15.95,20.6
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),10,GHARAFA (Part 4),PICK UP,3,2,4,15.95,20.6
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),11,GHARAFA (Part 5),PICK UP,2,2,4,15.95,20.6
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),12,GHARAFA (Part 6),PICK UP,2,1,4,15.95,20.6
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),13,GHARAFA (Part 2),PICK UP,3,2,5,15.95,20.6
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),14,DUHAIL,PICK UP,1,0,1,22.82,29.6
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),15,WEST BAY (Part 2),PICK UP,3,0,3,32.45,40.2
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),16,WEST BAY (Part 1),PICK UP,3,0,3,32.45,40.2
"PODAR PEARL SCHOOL, AL MESHAF",210665,AM (Pickup),17,SCHOOL,DROP OFF,0,0,0,38.49,47.4
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),2,WEST BAY (Part 1),DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),3,WEST BAY (Part 2),DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),4,DUHAIL,DROP OFF,1,0,1,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),5,GHARAFA (Part 2),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),6,GHARAFA (Part 6),DROP OFF,2,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),7,GHARAFA (Part 5),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),8,GHARAFA (Part 4),DROP OFF,3,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),9,GHARAFA (Part 3),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),10,GHARAFA (Part 1),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),11,LUQTA (Part 1),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),12,LUQTA (Part 2),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),13,LUQTA (Part 3),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),14,MADINAT KHALIFA SOUTH (Part 4),DROP OFF,3,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),15,MADINAT KHALIFA SOUTH (Part 5),DROP OFF,3,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),16,MADINAT KHALIFA SOUTH (Part 6),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",210665,PM (Drop-off),17,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),2,WUKAIR (Part 12),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),3,WUKAIR (Part 23),PICK UP,1,3,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),4,WUKAIR (Part 22),PICK UP,1,3,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),5,WUKAIR (Part 21),PICK UP,1,3,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),6,WUKAIR (Part 20),PICK UP,1,3,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),7,WUKAIR (Part 19),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),8,WUKAIR (Part 18),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),9,WUKAIR (Part 17),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),10,WUKAIR (Part 16),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),11,WUKAIR (Part 15),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),12,WUKAIR (Part 14),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),13,WUKAIR (Part 13),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),14,UMM BESHER,PICK UP,0,2,2,21.60,27.3
"PODAR PEARL SCHOOL, AL MESHAF",212175,AM (Pickup),15,SCHOOL,DROP OFF,0,0,0,35.46,43.1
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),2,UMM BESHER,DROP OFF,0,2,2,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),3,WUKAIR (Part 13),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),4,WUKAIR (Part 14),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),5,WUKAIR (Part 15),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),6,WUKAIR (Part 16),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),7,WUKAIR (Part 17),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),8,WUKAIR (Part 18),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),9,WUKAIR (Part 19),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),10,WUKAIR (Part 20),DROP OFF,1,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),11,WUKAIR (Part 21),DROP OFF,1,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),12,WUKAIR (Part 22),DROP OFF,1,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),13,WUKAIR (Part 23),DROP OFF,1,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),14,WUKAIR (Part 12),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",212175,PM (Drop-off),15,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),2,BIN OMRAN (Part 3),PICK UP,4,1,5,4.98,6.9
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),3,BIN OMRAN (Part 6),PICK UP,4,0,4,4.98,6.9
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),4,BIN OMRAN (Part 5),PICK UP,4,0,4,4.98,6.9
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),5,BIN OMRAN (Part 4),PICK UP,4,0,5,4.98,6.9
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),6,BIN OMRAN (Part 1),PICK UP,5,1,5,4.98,6.9
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),7,BIN OMRAN (Part 2),PICK UP,4,1,5,4.98,6.9
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),8,MADINAT KHALIFA SOUTH (Part 1),PICK UP,4,2,5,7.70,10.2
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),9,MESSILA (Part 1),PICK UP,2,2,3,10.75,14.9
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),10,MESSILA (Part 2),PICK UP,1,1,3,10.75,14.9
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),11,BIN MAHMOUD (Part 1),PICK UP,5,1,5,17.72,23.5
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),12,BIN MAHMOUD (Part 5),PICK UP,4,1,5,17.72,23.5
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),13,BIN MAHMOUD (Part 4),PICK UP,5,1,5,17.72,23.5
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),14,BIN MAHMOUD (Part 3),PICK UP,5,1,5,17.72,23.5
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),15,BIN MAHMOUD (Part 2),PICK UP,5,1,5,17.72,23.5
"PODAR PEARL SCHOOL, AL MESHAF",239620,AM (Pickup),16,SCHOOL,DROP OFF,0,0,0,20.32,27.9
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),2,BIN MAHMOUD (Part 2),DROP OFF,5,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),3,BIN MAHMOUD (Part 3),DROP OFF,5,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),4,BIN MAHMOUD (Part 4),DROP OFF,5,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),5,BIN MAHMOUD (Part 5),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),6,BIN MAHMOUD (Part 1),DROP OFF,5,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),7,MESSILA (Part 2),DROP OFF,1,1,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),8,MESSILA (Part 1),DROP OFF,2,2,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),9,MADINAT KHALIFA SOUTH (Part 1),DROP OFF,4,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),10,BIN OMRAN (Part 2),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),11,BIN OMRAN (Part 1),DROP OFF,5,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),12,BIN OMRAN (Part 4),DROP OFF,4,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),13,BIN OMRAN (Part 5),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),14,BIN OMRAN (Part 6),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),15,BIN OMRAN (Part 3),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239620,PM (Drop-off),16,SCHOOL,PICK UP,0,0,0,N/A,N/A
